GraphID,riskBasedDefence,defenceInDepth,behavioralDefender,minCut,betweennessCentralityWithInDegreeNodes,betweennessCentralityWithAdjacentNodes,betweennessCentralityWithMarkovBlanket,betweennessCentralityWithMinCut,harmonicCentralityWithInDegreeNodes,harmonicCentralityWithAdjacentNodes,harmonicCentralityWithMarkovBlanket,harmonicCentralityWithMinCut,degreeCentralityWithInDegreeNodes,degreeCentralityWithAdjacentNodes,degreeCentralityWithMarkovBlanket,degreeCentralityWithMinCut,katzCentralityWithInDegreeNodes,katzCentralityWithAdjacentNodes,katzCentralityWithMarkovBlanket,katzCentralityWithMinCut,TRCentralityWithInDegreeNodes,TRCentralityWithAdjacentNodes,TRCentralityWithMinCut,PRCentralityWithInDegreeNodes,PRCentralityWithAdjacentNodes,PRCentralityWithMarkovBlanket,PRCentralityWithMinCut
graph695,22.1199216928593,22.1199216928593,22.1199216928593,61.04710985510595,88.40940280472577,80.75684231656199,68.8326242781298,70.89719458158605,67.08668556303935,57.70426648132742,55.77082545232683,50.055880810129125,69.47117844127058,58.6928879237961,46.620127001469584,50.749611764057676,67.42454972825801,56.640856175766544,47.84913575076235,48.595849663653674,67.85813227247654,57.07828078611434,48.8124873088531,56.933791626792505,47.5665665459259,46.36123330052256,42.2359430092413
graph210,40.11957403514968,40.11957403514968,40.11957403514968,64.19268190996709,78.07906670823031,73.86154269314989,66.61143797439433,58.54109565399557,61.914466740125285,52.46149922377472,35.298742912410304,38.605027696642665,81.39558794675064,69.16348321034185,50.29888949266154,50.79421306425071,76.5007213044507,66.35684187039305,49.37254836091898,47.97057793018764,76.29457223058046,66.1713217939915,47.84896147100167,66.21882817105036,56.06409970861422,41.42643159382288,42.93098119778488
graph452,38.60273391005924,38.60273391005924,38.60273391005924,48.47310664296548,86.65862350653326,72.99512601715804,63.807098362012205,49.302578273801814,86.39322488543452,73.9334903127567,64.43874998188764,46.889268689101456,88.92692267655866,76.18774158171622,63.821761623142024,50.02037790177501,83.59665574032465,71.16924084679216,63.510457535691934,44.35893804060744,82.69642265978871,69.95286549477822,43.674332359903936,65.57817184639563,57.08901291610512,54.463365648971354,42.1518931293447
graph694,11.327221687132132,11.327221687132132,11.32722168713217,29.043702642045627,42.31205850263604,24.507212535488023,19.258865483081614,29.08508107859818,43.739107851967496,25.955260061781743,19.539917984946232,29.232983005002485,42.64599985991333,25.23257229326547,19.241250124266372,28.419931075550803,43.61708004946176,26.262180877720592,19.699110558333636,28.883668336685,43.71054946025762,26.29974370249623,28.975763412363563,47.43786795243123,30.286438765551644,23.07494598105515,30.436934212513826
graph451,26.838437105335505,26.838437105335505,26.838437105335505,63.74435134857988,83.21514823666936,65.71953968764059,52.11015328807446,57.96619266584232,82.7487530983115,65.43402304790838,51.43387788552553,65.91601675028672,82.04498645297659,61.41786931708768,46.10107879453861,61.19442503683934,82.5376892175732,65.54529290760345,52.18898769176668,66.44731370142424,82.32844474842722,65.31947397324686,66.39808917825162,63.20252030726456,46.99739438475261,36.88114788373419,58.88283693439581
graph693,4.729849246574477,4.729849246574477,4.729849246574477,19.930764001225263,35.86700263782398,23.637051821259103,16.630929254965572,20.757670890014023,36.62457836112088,23.01498326760599,16.56870875789891,21.590258291841526,36.76403693067338,23.40625981664001,16.644017097314975,20.876703609041286,36.733817421993706,23.22652031103504,16.724081797186997,21.285568525533304,36.7204488867071,23.207002185447664,21.31536241560019,32.67691979732248,20.16271271504857,14.60363978228444,20.734919686886116
graph450,4.584941319437962,4.584941319437962,4.584941319437962,17.88836142303778,26.73573304662653,15.87633784509555,12.51071531336094,19.05153041648065,27.900246859665195,16.08353149345823,12.939892945441828,21.006360185556343,26.523041383037633,15.419963113910152,12.32966653702631,19.121223918403963,27.123653098030477,15.927361859482842,12.792132529585903,20.285948584766434,27.12681591369246,15.897535212218688,20.32349930198554,27.771331127561233,16.020712320791624,13.282727735771518,21.554613865967333
graph692,17.062349443800635,17.062349443800635,17.062349443800635,48.495852248101286,69.48607812481868,51.47337265270012,38.345464533479856,51.65697561900656,64.97647322200561,45.067787927684996,31.8403808411741,47.48003618017792,62.07727743632147,41.75679796722985,29.492004760453316,44.79335514203341,66.77725817568245,46.797615006360985,33.76510174669584,48.69915946296621,66.74560425973294,46.79421233034265,48.69880188041679,67.24741269536635,48.89041814799386,34.8211929385312,49.73639403380685
graph691,8.803265167926714,8.803265167926714,8.803265167926732,17.687467187736782,26.47866399812094,17.809670574517614,14.08619779678761,16.79941010950174,30.235780157360292,19.70841600267538,15.168326157063076,18.849860615215615,29.28292672645484,19.415007640742804,15.08556312688451,18.052598973830833,30.058132872631255,19.794315824993237,15.139156237859334,18.735606247695372,30.072465722328555,19.784240517014435,18.747018143470527,27.475482141874846,19.14625255562457,14.216135482876258,17.90240796151636
graph690,7.366191736347337,7.366191736347337,7.36619173634735,20.91269875186563,34.113159846005665,21.432284123835437,15.294204493212696,21.366802716039807,33.123154986634894,19.980958155257785,14.237063031211743,22.62694384046186,32.84782243543468,19.55706702851979,13.919834935526332,21.227843384952692,33.04769455994938,20.501058483379335,14.496622350681179,22.229067066984506,33.02910257258225,20.477696500991247,22.295870211512355,32.452384607108435,21.865767196350603,15.103065623239194,20.25864183282612
graph209,31.43297764754122,31.43297764754122,31.43297764754122,65.96349470636713,76.3605758562987,79.09980094051099,66.46986248300466,67.09717213664801,76.5629801788832,79.53109943966894,68.54055071538424,68.00006948847103,92.16579626567626,80.50764048808891,61.999261004925934,68.71585157206054,91.79155547872567,74.55033395365636,53.600185029083136,66.13346521018089,91.67021687325105,74.21167661518828,66.18923311319274,76.69800548352258,62.15405390616463,44.400008119675874,59.86117574978106
graph208,7.295712482118614,7.295712482118614,7.295712482118629,21.902161370332372,30.44041988104252,18.6101097634778,13.592118773542685,19.535935048382804,34.723941729242036,19.730244976979307,15.301461900009258,24.080104362624542,33.02226384307423,19.238810379836387,14.48508629162652,22.142819988412548,35.144016059357355,19.981428923797214,15.606402361384273,24.445352115733936,35.18723088428396,19.988780979898472,24.49873570974042,32.00503439238912,18.224491384442764,14.483199229744933,22.35004537645449
graph207,3.9177697219412373,3.9177697219412373,3.9177697219412186,13.55456150043064,25.36993801363928,13.826804383740507,10.656334934082993,14.855141267169556,23.772415986905923,12.763699115972448,9.85628518839421,15.122153596464555,24.20868422416245,13.085009347263279,9.998715201677784,14.59389646727583,22.912753604708218,12.378757119820731,9.500715940774548,14.609704603562731,22.91534203320305,12.375594625869457,14.636879239138413,22.56070625042922,11.978979534294524,9.320697015553035,15.055277494486019
graph449,16.217024098875243,16.217024098875243,16.217024098875257,45.94659217437078,60.444704149982655,37.50791740075861,29.645759928978094,46.70992532606487,60.01431790670569,38.02407579954245,28.771212174322773,47.9114756629071,59.262336806327866,36.296239894373606,27.985933280303694,45.93245755727691,60.42480194143651,39.01565253870419,29.519541269080875,48.47339480558879,60.35071982608069,38.964409073971595,48.45354806565158,56.113904650198066,38.58832166036536,30.07186618788505,46.848306079218574
graph206,11.456951209639252,11.456951209639252,11.456951209639252,45.6736312091243,65.38733217102016,43.10553728016326,34.16259946155049,45.68836318919341,64.42050810909433,36.60266228535602,26.511984925995925,45.44575501872306,65.3147282831532,37.82842513583719,27.819291747769714,45.23876467610097,63.16748153618714,35.6993713616266,26.126795272421262,44.565809317109824,63.19813760737747,35.70271938546479,44.56420080679573,67.01489058087587,39.74811809898506,31.73133501806058,48.29895232122626
graph448,28.346868942621224,28.346868942621224,28.346868942621196,54.17235385739203,67.1984511781687,55.73191538903247,43.49919745848479,50.75881474697211,80.72745070818426,69.5427165389049,52.652619678951275,54.44618202935758,85.77314168199892,65.89421335579722,44.76109036665092,52.964588772688906,86.41424339167807,69.25849441628634,49.49945041631576,54.2675742848004,86.45987577875633,69.45743033859006,54.37539318448531,83.11070831431493,69.97940758120626,54.646820642551255,55.394429447786095
graph205,6.358417333559441,6.358417333559441,6.358417333559461,25.887374006337417,44.70989954892317,22.24458484423343,16.599853095467793,29.076787845497627,41.96105138445467,20.60333881025712,15.142248133748435,29.095945851548798,43.02853709522399,21.214391947355804,15.762579557935737,28.96282541428315,41.69235070620917,20.782966669760018,15.286131563165489,28.654218451941848,41.64580265759745,20.749013329314216,28.673116153319235,44.46563818418905,22.95063550822371,16.765522705415243,29.407970735769357
graph447,24.801473863780576,24.801473863780576,24.801473863780576,53.026447750128526,83.43803238791601,64.68770725947344,50.405403537045466,51.05569295878002,81.76819498050281,64.50721839261517,51.168888439687855,50.04181518938328,83.41281861319658,64.46570239958278,50.33158675988931,50.85062856197,82.41584137109353,64.74210195770367,50.50437595305583,51.249900163784055,82.36653093129286,64.7286146096238,51.2367133681479,72.12272890314696,59.44425423604446,48.91630962402229,49.84589034716142
