GraphID,riskBasedDefence,defenceInDepth,behavioralDefender,minCut,betweennessCentralityWithInDegreeNodes,betweennessCentralityWithAdjacentNodes,betweennessCentralityWithMarkovBlanket,betweennessCentralityWithMinCut,harmonicCentralityWithInDegreeNodes,harmonicCentralityWithAdjacentNodes,harmonicCentralityWithMarkovBlanket,harmonicCentralityWithMinCut,degreeCentralityWithInDegreeNodes,degreeCentralityWithAdjacentNodes,degreeCentralityWithMarkovBlanket,degreeCentralityWithMinCut,katzCentralityWithInDegreeNodes,katzCentralityWithAdjacentNodes,katzCentralityWithMarkovBlanket,katzCentralityWithMinCut,TRCentralityWithInDegreeNodes,TRCentralityWithAdjacentNodes,TRCentralityWithMinCut,PRCentralityWithInDegreeNodes,PRCentralityWithAdjacentNodes,PRCentralityWithMarkovBlanket,PRCentralityWithMinCut
graph67,30.03274626248707,30.03274626248709,30.03274626248707,28.628555032303115,41.4227246557831,29.35892385098683,24.324481562478,23.936822649826723,63.05557684675542,43.913267554878665,34.47325688535277,28.783294128133623,63.21205588285569,43.804874288732684,34.48461424547,28.629510910166324,63.07782883754653,43.98443472346533,34.566436794334656,28.74334512970299,63.05351599442693,43.96385056825052,28.721928364014925,63.006753298265906,44.2964549997937,34.73084522716914,28.481901943218247
graph66,24.852270692471272,24.852270692471272,24.852270692471272,30.684716009634265,48.256348462414884,38.99184351897242,32.77785402305689,30.913767800711252,46.84511958028401,36.14978994393254,30.319521402731624,27.923448840543962,46.473857148101025,35.92857196023689,29.508748986281663,28.580381037451858,45.059084518785795,34.78733544485706,29.524704180379658,26.251724349127535,45.020162356125155,34.742556433601614,26.195301598538496,44.600960357168326,34.52889429765577,29.265598409960575,26.644863606497903
graph61,10.741752767967922,10.741752767967922,10.741752767967942,10.65291345279756,26.624136235188615,18.817540242116674,16.510799064379484,9.610405767384183,32.36896630624078,21.28500308503039,16.400783016355163,10.424702125281694,31.92876016766149,21.039880075513747,16.20100780126593,10.267106621412907,32.25246122521674,21.277399754136724,16.358525277125654,10.466223088119186,32.22167860142902,21.26133072925219,10.460201941350968,32.63454460098366,21.348006566155046,16.465643464998347,10.714936567175446
graph60,16.904961009870494,16.904961009870494,16.904961009870537,18.38196316558142,33.909221395828645,23.410418233537694,18.290012122787434,18.587995843918893,46.045409964657594,29.95661251455408,21.633163665251,18.294295185231185,45.45044361797551,29.606653587826454,21.263637651081673,17.941452627274963,45.82735318694079,29.78471001300143,21.410367207975842,18.045809260071934,45.83168777751116,29.774618549733944,18.064825251722,47.11266664334541,30.61542669521633,22.29768248550802,18.31578638478977
graph63,10.8582626681766,10.8582626681766,10.858262668176616,17.60291309929932,24.018429827331566,15.54955866710775,13.323269181775968,16.27960689379838,34.49961004781809,20.659930801854223,14.803057763410271,17.709225939279403,33.512968029560334,20.15780628794732,14.615830776117638,17.7655017426679,34.636761659822746,20.712920451872467,14.515127469324392,17.641628992566652,34.65257693159706,20.721590586830324,17.63847351495087,33.00449119707676,19.725239337748917,13.751342449793036,17.418794613990308
graph62,13.312210024982324,13.312210024982324,13.312210024982345,20.059150402411078,44.485556891585055,32.04273152174261,21.923563011950403,20.111292807202616,45.901675639191566,31.341782306953775,20.85853023235278,19.90010223934735,45.45044361797578,30.756820951974166,20.395155768460867,19.73797095004425,45.503980317454875,31.07841574898189,20.59303044835351,19.776125215526964,45.611000733312096,31.20347899279587,19.804393067724295,46.27637222986248,31.839082147976626,21.264643554869657,20.21774075998173
graph18,17.80522343414162,17.80522343414162,17.805223434141666,29.22248145389122,46.778671240956825,37.47296577932348,31.36747948235388,27.726617211851107,59.91151315234523,42.807296056371456,35.08574963438703,29.124701087056987,59.71096784708689,42.47011479429171,34.77333389945845,29.048528921828286,59.84575689670013,42.810746919984034,35.09127482920459,29.1773072702214,59.83235485328916,42.80651559251308,29.177646595330277,60.87120837548352,43.4109838110202,35.52598991280267,29.299974129604443
graph17,19.16546977223053,19.16546977223053,19.16546977223053,27.968074419561585,47.31431580308698,33.923338632780485,26.381708894141827,28.464301002396468,45.00150071409589,29.519075954061407,22.354502473104205,28.32544645541167,43.52818779922398,28.47354292942009,21.48608104145815,27.96627089397311,44.063329209061656,28.910720558883305,22.06742125408653,28.128919824005,44.154982611445966,28.9793070600109,28.129192808274862,42.358815050174044,27.950886190560503,21.52057570373041,27.7989374723382
graph19,5.830076540135744,5.830076540135744,5.830076540135744,29.781412848094234,26.074008305164355,20.18924821383838,16.164268747969768,29.329005339784935,22.290646487576936,11.766101793199194,9.001620409092896,30.612933190990233,21.879226638054934,13.66507298310871,9.496318367749462,30.15794560846265,20.605820026934644,11.7739599050642,8.607258299245768,30.09608428942193,20.607143745337122,11.682387992101336,30.103092908648797,16.252092492041612,8.467993317755802,7.615296868017351,29.93812974972856
graph14,11.350689183960238,11.350689183960238,11.350689183960283,8.32144465002744,31.926630196240414,21.18133550393503,17.648554306323,7.223624397702011,33.13276293165984,21.93521186339793,17.646796862623567,8.113161818043299,34.07593697995534,22.360993719539962,18.270635959304684,8.072651571940092,32.78277412040097,21.851965711201355,17.541267374276906,8.162142801331004,32.69857511543477,21.808562015321925,8.14630992000476,33.58708863268112,22.128134742205383,18.11942736718957,7.929070045715939
graph13,28.3468689426208,28.3468689426208,28.3468689426208,23.88590726366123,50.44894613304922,38.95333471229528,33.34923421345699,25.60021524877244,58.722522927686995,40.79375591275184,34.56654708055112,24.10466288794078,55.067103588277824,37.849210432649784,32.136635680148736,23.365197954744485,59.122656682172206,41.04628552824975,34.81703573921158,24.099972363478525,58.98151697396512,40.92433105801465,24.081397258995395,59.54859795389764,41.453250378268514,35.36516326169742,24.453353622029475
graph16,18.460419445253617,18.460419445253617,18.460419445253617,17.153849818671244,44.58849980367878,33.71644444761321,24.58748450857528,15.973009985067744,50.444570730734085,35.872163116347785,28.295379070120614,17.25495464915985,49.8250943845101,35.41522540511006,27.961058854173203,16.706412392247646,49.4836770611696,35.17488029444769,28.08622225586994,17.013034943228302,49.49716933497367,35.18816307798972,17.015333352767286,51.42764032280397,36.456002405371784,29.37471499069187,17.666241325344494
graph15,29.16575290476376,29.16575290476376,29.165752904763764,32.967492500509444,44.59847632327088,41.57623376778338,32.55974706092269,31.804927374256405,45.851749395248184,39.33287399268362,26.62242383492212,32.946563105523644,44.46936269980489,37.73422310590219,25.289174633850774,32.62210914573898,45.15276901517809,38.81288841860788,26.1198412674391,32.97641679698883,45.24519663522426,38.94870839210606,33.00341129064937,46.943953733620056,40.14438906204225,27.548891367078827,33.08596768246024
graph90,15.836915993271456,15.836915993271456,15.836915993271456,18.65923039453475,38.87466375582333,27.082206531840104,20.85748385983672,18.951965505549246,38.946317746079366,25.54469808283978,19.02852668747796,18.615797786427002,39.34693402873647,25.758085400786197,19.023752734137073,18.476229715617794,37.0805368707506,24.297387129421015,18.10758506859605,17.985299499646754,37.03107800884713,24.270765769863388,17.981614283391814,37.77688445038561,25.038835180082682,18.821718153511867,18.515934316376555
graph10,10.741752767967514,10.741752767967514,10.741752767967514,15.573695338626315,28.281710396126826,18.10780697790452,13.365702859243955,14.913525564418514,34.559731787736666,22.683588913270867,16.060330316209694,15.869000233275749,31.928760167661597,20.83791105359751,14.888376151273452,15.362449590037427,33.37280879827273,21.951447898281685,15.606221419629582,15.683728529533584,33.45195347943213,22.04446890248547,15.691570684380924,32.536310761006156,21.325339275820102,15.349882429903294,15.67677499134177
graph12,13.491502184322329,13.491502184322329,13.491502184322341,27.88325888291292,39.09298102766082,26.210087056055663,19.23457842181609,24.69622402815749,39.93957967382333,25.26871573177221,18.055245247638357,27.700729038384335,38.602733910059314,24.401667462997604,17.52772868955882,27.096361056965495,39.61188884915916,25.138519705539235,17.942746947760817,28.31526674262565,39.57142112095553,25.117392703449315,28.30903335481681,39.645642140936886,25.174170970439718,17.924617968952983,28.73157252660363
graph11,14.46546726925734,14.46546726925734,14.465467269257367,15.357662820554346,29.89576451134494,20.32956361673745,14.939347224225974,15.912491421342285,34.81336445558581,22.40387433644556,16.688420509975916,15.008334511739244,34.6577872285584,22.218935218760922,16.44030219347284,14.782264536684956,35.38885894157252,22.720307785509878,16.945312909582487,15.027251172799975,35.49014039309012,22.780954555686215,15.04915251046721,35.633263513812686,23.154424688362198,17.2542719907964,15.5599842887717
ASS2009,3.050478112565515,3.050478112565515,3.050478112565527,12.753755315640497,9.705106875130081,7.666324536478829,6.441030795191587,11.559090317490844,7.186854152405833,4.404630910637216,3.0522337869606,7.250080790212711,9.751294625646873,6.605015530939082,4.913056641486137,10.396768897795482,8.280485398838785,5.513365235496163,4.205573943476056,8.581381111785443,8.354433362778872,5.531067926447385,8.67759651357706,10.310105276366894,9.08858226660597,7.204259340545365,11.0253622570665
graph81,14.059513911149125,14.059513911149125,14.059513911149141,13.75797874220204,25.437155595430923,20.304980775301917,15.363522967413543,12.459620510914526,34.76158209413563,24.238867732075025,17.842236546069216,13.553205701364456,34.07593697995562,23.633875062134482,17.619730958685327,13.606482527746614,34.73505601680254,24.269463794978723,17.93522615159757,13.563284215643353,34.72569169765033,24.27361553116035,13.561464699326045,34.174943147728804,23.925223377385255,17.684437443665022,13.482866783550893
graph80,22.617556277375442,22.617556277375442,22.617556277375428,16.57008487041703,71.79307048888194,58.57046559628765,48.933629812732164,22.083137329516838,75.2665249588018,51.33623675667731,37.799086055570996,16.89812963799961,71.34952031398073,47.490435961313224,34.81159170396002,15.533983855283006,73.44420869989789,49.338538059407185,35.645168203196384,16.161182483335995,73.43539830837251,49.32843020419077,16.153949795391384,74.57003801058333,50.71055571165396,37.458666384468565,16.726433434097284
graph87,26.838437105335334,26.838437105335334,26.838437105335334,34.99771644716089,55.33392878208303,43.042449308460135,36.65183590042583,35.816605768410234,55.77746317239319,42.11125856232485,32.21943857362472,35.294091979765355,56.54017914929227,42.22275892120413,32.4432750346289,35.47219546569127,54.290824233634005,41.14807962553239,30.98752659699866,34.970254599260194,54.26721882191005,41.170091919733096,34.9613184152912,52.33726197318595,40.19514411085163,29.783605716844853,34.65879014796605
graph86,14.465467269257573,14.465467269257573,14.465467269257587,19.229732304401846,25.03373070841742,21.31519398895242,14.501818083112457,17.66717698051919,35.7681309208356,27.454323416024323,18.488443021347457,18.954841676203255,35.25946079160911,26.677942616579585,18.015404256629733,18.559520778005684,35.773858416353626,27.4000819473721,18.47382525159299,18.9715621321165,35.84000764526496,27.460367080304906,19.005172864953586,34.972189724348404,27.13499254769735,18.35434594401923,19.125654911292926
graph89,13.864946445850693,13.864946445850693,13.864946445850693,22.611019581016077,27.88419775355262,19.816404952527815,14.282274900880804,18.375615155543166,32.95512543929651,22.48189170058769,15.236908374882399,22.685665384043617,31.928760167661395,21.824432737187806,14.973792424580607,22.31211804745597,32.558929760458724,22.265269961159145,15.103945041777298,22.341226587655687,32.58473832920774,22.3044847264927,22.37681272005801,32.58067753369019,22.366244421727632,15.040049708835799,22.328037692024363
